PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC9230651,"N-(4-Bromophenyl)-2-phenylquinazolin-4-amine (9), white solid, yield: 60%. m.p.: 187–193 °C. 1H-NMR (400 MHz, DMSO-d6) δ 11.47 (s, 1H), 8.88 (d, J = 8.3 Hz, 1H), 8.37 (d, J = 7.3 Hz, 2H), 8.27 (d, J = 8.4 Hz, 1H), 8.09 (t, J = 7.7 Hz, 1H), 7.84 (dd, J = 17.8, 8.2 Hz, 3H), 7.78–7.61 (m, 5H). 13C-NMR (100 MHz, DMSO-d6) δ 158.95, 157.22, 135.95, 133.25, 131.69, 130.16, 129.23, 129.01, 128.63, 128.09, 126.12, 124.65, 120.86, 112.77. HRMS (ESI): m/z calcd for C20H15BrN3 (M + H)+, 376.0449; found, 376.0442.",N-(4-Bromophenyl)-2-phenylquinazolin-4-amine,BrC1=CC=C(NC2=C3C=CC=CC3=NC(C4=CC=CC=C4)=N2)C=C1,"1H-NMR (400 MHz, DMSO-d6) δ 11.47 (s, 1H), 8.88 (d, J = 8.3 Hz, 1H), 8.37 (d, J = 7.3 Hz, 2H), 8.27 (d, J = 8.4 Hz, 1H), 8.09 (t, J = 7.7 Hz, 1H), 7.84 (dd, J = 17.8, 8.2 Hz, 3H), 7.78–7.61 (m, 5H)","13C-NMR (100 MHz, DMSO-d6) δ 158.95, 157.22, 135.95, 133.25, 131.69, 130.16, 129.23, 129.01, 128.63, 128.09, 126.12, 124.65, 120.86, 112.77","400 MHz, DMSO-d6","11.47 (s, 1H), 8.88 (d, J = 8.3 Hz, 1H), 8.37 (d, J = 7.3 Hz, 2H), 8.27 (d, J = 8.4 Hz, 1H), 8.09 (t, J = 7.7 Hz, 1H), 7.84 (dd, J = 17.8, 8.2 Hz, 3H), 7.78–7.61 (m, 5H)","100 MHz, DMSO-d6","158.95, 157.22, 135.95, 133.25, 131.69, 130.16, 129.23, 129.01, 128.63, 128.09, 126.12, 124.65, 120.86, 112.77",35745027.0,Molecules. 2022 Jun 17; 27(12):3906,Molecules,2022.0,CC BY,2022-06-25 23:26:25,no
PMC6273472,"3.1.3. Synthesis of 6-(2,6-Dichloro-3,5-dimethoxyphenyl)-1H-indazole-4-carboxylic acid (8) To a solution of 6-(2,6-dichloro-3,5-dimethoxyphenyl)-N-phenyl-1H-indazole-4-carboxamide (7, 8.9 g, 23.35 mmol) in THF (120 mL) lithium hydroxide (3.92 g, 93.44 mmol) dissolved in distilled water (30 mL) was added. Then, the mixture was stirred at 50 °C for 6 h. The reaction was cooled to 25 °C. The reaction mixture was acidified with 1N HCl and the solid product was filtered off, washed with water, and dried (yield: 76.2%). 1H-NMR (DMSO-d6) δ 8.45 (s, 1H), 7.67 (d, J = 3.8 Hz, 1H), 7.54 (s, 1H), 7.03 (s, 1H), 4.05–3.94 (m, 6H); 13C-NMR (CDCl3) δ 167.66, 154.10 (C × 2), 139.64, 134.83, 127.43, 127.34 (C × 2), 126.65, 126.27, 115.65, 114.23 (C × 2), 96.58, 56.15 (C × 2), (+)ESI-MS m/z 368 [M + H]+.","6-(2,6-Dichloro-3,5-dimethoxyphenyl)-1H-indazole-4-carboxylic acid",O=C(C1=CC(C2=C(Cl)C(OC)=CC(OC)=C2Cl)=CC3=C1C=NN3)O,"1H-NMR (DMSO-d6) δ 8.45 (s, 1H), 7.67 (d, J = 3.8 Hz, 1H), 7.54 (s, 1H), 7.03 (s, 1H), 4.05–3.94 (m, 6H)","13C-NMR (CDCl3) δ 167.66, 154.10 (C × 2), 139.64, 134.83, 127.43, 127.34 (C × 2), 126.65, 126.27, 115.65, 114.23 (C × 2), 96.58, 56.15 (C × 2)",DMSO-d6,"8.45 (s, 1H), 7.67 (d, J = 3.8 Hz, 1H), 7.54 (s, 1H), 7.03 (s, 1H), 4.05–3.94 (m, 6H)",CDCl3,"167.66, 154.10, 139.64, 134.83, 127.43, 127.34, 126.65, 126.27, 115.65, 114.23, 96.58, 56.15",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC7555178,"N-(2,5-Dichlorophenyl)-3-hydroxynaphthalene-2-carboxamide (9). Yield 72%; Mp 252 °C; IR (cm−1): 3187, 1637, 1623, 1590, 1580, 1519, 1470, 1455, 1404, 1359, 1347, 1313, 1265, 1204, 1174, 1140, 1090, 1073, 1047, 1017, 979, 960, 916, 867, 846, 808, 769, 750, 707; 1H-NMR (DMSO-d6) δ: 12.03 (s, 1H), 11.28 (s, 1H), 8.71 (s, 1H), 8.67 (d, 1H, J = 2.5 Hz), 7.99 (d, 1H, J = 8.2 Hz), 7.78 (d, 1H, J = 8.2 Hz), 7.60 (d, 1H, J = 8.6 Hz), 7.53 (ddd, 1H, J = 1.2 Hz, J = 6.8 Hz, J = 8.3 Hz), 7.38 (s, 1H), 7.37 (ddd, 1H, J = 1.1 Hz, J = 6.8 Hz, J = 8.2 Hz), 7.25 (dd, 1H, J = 2.6 Hz, J = 8.6 Hz); 13C-NMR (DMSO-d6), δ: 163.5, 152.4, 136.5, 136.1, 133.0, 132.1, 130.6, 129.1, 128.7, 127.2, 125.7, 124.5, 124.0, 121.39, 121.35, 120.3, 110.9; HR-MS: [M + H]+ calculated 332.0240 m/z, found 332.0243 m/z.","N-(2,5-Dichlorophenyl)-3-hydroxynaphthalene-2-carboxamide",O=C(C1=C(O)C=C2C=CC=CC2=C1)NC3=CC(Cl)=CC=C3Cl,"1H-NMR (DMSO-d6) δ: 12.03 (s, 1H), 11.28 (s, 1H), 8.71 (s, 1H), 8.67 (d, 1H, J = 2.5 Hz), 7.99 (d, 1H, J = 8.2 Hz), 7.78 (d, 1H, J = 8.2 Hz), 7.60 (d, 1H, J = 8.6 Hz), 7.53 (ddd, 1H, J = 1.2 Hz, J = 6.8 Hz, J = 8.3 Hz), 7.38 (s, 1H), 7.37 (ddd, 1H, J = 1.1 Hz, J = 6.8 Hz, J = 8.2 Hz), 7.25 (dd, 1H, J = 2.6 Hz, J = 8.6 Hz)","13C-NMR (DMSO-d6), δ: 163.5, 152.4, 136.5, 136.1, 133.0, 132.1, 130.6, 129.1, 128.7, 127.2, 125.7, 124.5, 124.0, 121.39, 121.35, 120.3, 110.9",N/A,"12.03 (s, 1H), 11.28 (s, 1H), 8.71 (s, 1H), 8.67 (d, 1H, J = 2.5 Hz), 7.99 (d, 1H, J = 8.2 Hz), 7.78 (d, 1H, J = 8.2 Hz), 7.60 (d, 1H, J = 8.6 Hz), 7.53 (ddd, 1H, J = 1.2 Hz, J = 6.8 Hz, J = 8.3 Hz), 7.38 (s, 1H), 7.37 (ddd, 1H, J = 1.1 Hz, J = 6.8 Hz, J = 8.2 Hz), 7.25 (dd, 1H, J = 2.6 Hz, J = 8.6 Hz)",N/A,"163.5, 152.4, 136.5, 136.1, 133.0, 132.1, 130.6, 129.1, 128.7, 127.2, 125.7, 124.5, 124.0, 121.39, 121.35, 120.3, 110.9",32916824.0,Int J Mol Sci. 2020 Sep 9; 21(18):6583,Int J Mol Sci,2020.0,CC BY,2021-01-06 12:02:29,no
PMC10076643,"4.1.4.1 3-Chloro-3-(7-methoxy-2-oxo-2H-chromen-3-yl)acrylaldehyde (6a) Yellow solid. Yield: 34.0%. M. p. 202°C–203°C. IR (KBr) νmax (cm-1) 3081, 2923, 1713, 1663, 1617. 1H-NMR (400 MHz, DMSO-d 6 ) δ 10.17 (d, J = 6.8 Hz, 1H), 8.83 (s, 1H), 7.92 (d, J = 8.7 Hz, 1H), 7.43 (d, J = 6.8 Hz, 1H), 7.11 (m, 1H), 7.06 (dd, J = 8.7, 1.8 Hz, 1H), 3.91 (s, 3H). 13C NMR (100 MHz, CDCl3) δ 192.31, 165.22, 157.72, 156.13, 145.05, 144.01, 130.81, 128.25, 117.96, 114.20, 112.29, 100.30, 56.23. HRMS-ESI: m/z Calcd for C13H10ClO4 [M + H]+: 265.0268; Found: 265.0263.",3-Chloro-3-(7-methoxy-2-oxo-2H-chromen-3-yl)acrylaldehyde,O=CC=C(Cl)C(C1=O)=CC2=C(O1)C=C(OC)C=C2,"1H-NMR (400 MHz, DMSO-d 6 ) δ 10.17 (d, J = 6.8 Hz, 1H), 8.83 (s, 1H), 7.92 (d, J = 8.7 Hz, 1H), 7.43 (d, J = 6.8 Hz, 1H), 7.11 (m, 1H), 7.06 (dd, J = 8.7, 1.8 Hz, 1H), 3.91 (s, 3H)","13C NMR (100 MHz, CDCl3) δ 192.31, 165.22, 157.72, 156.13, 145.05, 144.01, 130.81, 128.25, 117.96, 114.20, 112.29, 100.30, 56.23","400 MHz, DMSO-d 6","10.17 (d, J = 6.8 Hz, 1H), 8.83 (s, 1H), 7.92 (d, J = 8.7 Hz, 1H), 7.43 (d, J = 6.8 Hz, 1H), 7.11 (m, 1H), 7.06 (dd, J = 8.7, 1.8 Hz, 1H), 3.91 (s, 3H)","100 MHz, CDCl3","192.31, 165.22, 157.72, 156.13, 145.05, 144.01, 130.81, 128.25, 117.96, 114.20, 112.29, 100.30, 56.23",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10046572,"Synthesis of 1-azido-6-bromohexane (Product 1). To a solution of 1,6-dibromohexane (12.92 g, 52.94 mmol, 2.5 eq.) was added a solution of sodium azide (1.3175 g, 20.26 mmol, 1 eq.) dissolved in 30 mL DMSO. The solution was stirred 1 h at room temperature and stopped with 100 mL of ultrapure water. A liquid–liquid extraction was performed with diethyl ether (3 × 100 mL). The organic phase was recovered and dried with magnesium sulphate, and then filtered on filter paper. The product was purified by chromatography column with a mixture of hexane/dichloromethane and then concentrated to afford the product (1) as a light-yellow oil (3.4825 g, 83.4%). IR (ν, cm−1): 2937, 2860, 2094, 1455, 1348, 1245,728. 1H NMR (300 MHz, CDCl3): δ 3.40 (t, 2H), 3.26 (t, 2H), 1.85 (t, 2H), 1.59 (t, 2H), 1.42 (m, 4H). 13C NMR (90 MHz, CDCl3): δ 51.29, 33.71, 32.55, 28.69, 27.68, 25.89.",1-azido-6-bromohexane,BrCCCCCCN=[N+]=[N-],"1H NMR (300 MHz, CDCl3): δ 3.40 (t, 2H), 3.26 (t, 2H), 1.85 (t, 2H), 1.59 (t, 2H), 1.42 (m, 4H)","13C NMR (90 MHz, CDCl3): δ 51.29, 33.71, 32.55, 28.69, 27.68, 25.89","300 MHz, CDCl3","3.40 (t, 2H), 3.26 (t, 2H), 1.85 (t, 2H), 1.59 (t, 2H), 1.42 (m, 4H)","90 MHz, CDCl3","51.29, 33.71, 32.55, 28.69, 27.68, 25.89",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6222897,"4.2.4. Synthesis of 1-(3-Hydroxy-4-methoxyphenyl)prop-2-en-1-one (9b) Compound 9b was synthesized using the slightly modified reaction conditions of Diver et al. [24]. To an inert and oven-dried high-pressure flask, was added compound 17 (800 mg, 2.67 mmol), dry and degassed 1,2-dichloroethane (35 mL), and Hoveyda-Grubbs second generation catalyst 7 (42 mg, 0.067 mmol). The flask was purged with ethylene for 5 min, pressurized to 60 psi, and stirred at 40 °C for 12 h, after which time TLC analysis indicated consumption of the internal alkene 17. The pressure was then slowly vented, and the solvent was evaporated in vacuo. The crude product was then purified directly by silica gel column chromatography, to afford 9b (337 mg, 71%) as a white solid. 1H-NMR (400 MHz, acetone-d6): δ 7.59 (dd, J = 8.4, 2.0 Hz, 1H), 7.50 (d, J = 2.0 Hz, 1H), 7.33 (dd, J = 17.0, 10.4 Hz, 1H), 7.07 (d, J = 8.4 Hz, 1H), 6.33 (dd, J = 17.0, 2.0 Hz, 1H), 5.84 (dd, J = 10.4, 2.0 Hz, 1H), 3.94 (s, 3H); 13C NMR (100 MHz, acetone-d6): δ 188.9, 153.0, 147.7, 133.2, 131.8 128.9, 122.8, 115.7, 111.8, 56.5; HRMS calcd. for C10H11O3 [M + H]+ 179.0708, found 179.0719. Anal. calcd. for C10H10O3: C, 67.41; H, 5.66. Found: C, 67.35; H, 5.59.",1-(3-Hydroxy-4-methoxyphenyl)prop-2-en-1-one,C=CC(C1=CC=C(OC)C(O)=C1)=O,"1H-NMR (400 MHz, acetone-d6): δ 7.59 (dd, J = 8.4, 2.0 Hz, 1H), 7.50 (d, J = 2.0 Hz, 1H), 7.33 (dd, J = 17.0, 10.4 Hz, 1H), 7.07 (d, J = 8.4 Hz, 1H), 6.33 (dd, J = 17.0, 2.0 Hz, 1H), 5.84 (dd, J = 10.4, 2.0 Hz, 1H), 3.94 (s, 3H)","13C NMR (100 MHz, acetone-d6): δ 188.9, 153.0, 147.7, 133.2, 131.8 128.9, 122.8, 115.7, 111.8, 56.5","400 MHz, acetone-d6","7.59 (dd, J = 8.4, 2.0 Hz, 1H), 7.50 (d, J = 2.0 Hz, 1H), 7.33 (dd, J = 17.0, 10.4 Hz, 1H), 7.07 (d, J = 8.4 Hz, 1H), 6.33 (dd, J = 17.0, 2.0 Hz, 1H), 5.84 (dd, J = 10.4, 2.0 Hz, 1H), 3.94 (s, 3H)","100 MHz, acetone-d6","188.9, 153.0, 147.7, 133.2, 131.8, 128.9, 122.8, 115.7, 111.8, 56.5",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC9696334,"2,5-Bis(3-bromopropyl)-1,3,4-oxadiazole (3c) The product was obtained as yellow oil (0.96 g, 44%). 1H-NMR (400 MHz, CDCl3): δ 2.21 (m, 4H), 2.96 (t, J = 8.0 Hz, 4H), 3.63 (t, J = 8.0 Hz, 4H); 13C-NMR (100 MHz, DMSO): δ 28.9, 31.5, 33.5, 165.5. HRMS (ESI): m/z calcd for C8H12N2OBr2 + H+: 312.9374; found 312.9386.","2,5-Bis(3-bromopropyl)-1,3,4-oxadiazole",BrCCCC1=NN=C(CCCBr)O1,"1H-NMR (400 MHz, CDCl3): δ 2.21 (m, 4H), 2.96 (t, J = 8.0 Hz, 4H), 3.63 (t, J = 8.0 Hz, 4H)","13C-NMR (100 MHz, DMSO): δ 28.9, 31.5, 33.5, 165.5","400 MHz, CDCl3","2.21 (m, 4H), 2.96 (t, J = 8.0 Hz, 4H), 3.63 (t, J = 8.0 Hz, 4H)","100 MHz, DMSO","28.9, 31.5, 33.5, 165.5",36431787.0,Molecules. 2022 Nov 9; 27(22):7687,Molecules,2022.0,CC BY,2022-11-28 23:37:46,no
PMC2810225,"3.8. (S)-1-{(1R,2S)-2-[(R)-2,2-Dimethyl-[1,3]dioxolan-4-yl]-2-methylcyclopentyl}ethanol (9) To a solution of E-olefin 7 (3.86 g, 9.69 mmol) in THF (19.4 mL) was added catecholborane (6.40 mL, 60.1 mmol) dropwise at 0 °C. After stirring for 12 hr at the same temperature, 1M NaOH solution (12.9 mL) and 35% aqueous H2O2 solution (36.9 mL) were added to the mixture at r.t. After stirring for 2 hr, the resultant mixture was diluted with CHCl3, washed with H2O and brine, dried and then concentrated to afford a mixture of diol 8 and triol 8a. To a solution of the crude alcohols in acetone (96.9 mL) was added p-TsOH·H2O (735 mg, 3.88 mmol) at r.t. After stirring for 2 hr at the same temperature, the mixture was diluted with Et2O, washed with saturated aqueous NaHCO3 solution, H2O and brine, and then dried. Removal of the solvent gave a residue which was then purified by silica gel column chromatography (hexane/acetone = 4:1) to generate acetonide 9 (2.11 g, 95% yield) as a colorless oil. [α]D25 +4.0 (c 0.58, CHCl3); IR (neat) 3443, 2956 cm−1; 1H-NMR (400 MHz, CDCl3) δ ppm: 4.42 (1H, dd, J = 8.5, 6.5 Hz), 4.01 (1H, m), 3.96 (1H, dd, J = 7.8, 6.5 Hz), 3.66 (1H, t, J = 8.2 Hz), 2.07 (1H, s), 1.89 (1H, m), 1.69–1.50 (4H, m), 1.41 (3H, s), 1.35 (3H, s), 1.37–1.33 (2H, m), 1.20 (3H, d, J = 6.2 Hz), 1.07 (3H, s); 13C-NMR (100 MHz, CDCl3) δ ppm: 108.5, 79.9, 69.3, 66.9, 59.1, 45.1, 35.0, 31.2, 27.8, 26.5, 25.3, 24.2, 23.3; HRESIMS (m/z) calcd. for C13H25O3 (M+H)+ 229.1804, found 229.1810; Anal. Calcd. for C13H24O3: C, 68.38; H, 10.59. Found: C, 68.43; H, 10.59.","(S)-1-{(1R,2S)-2-[(R)-2,2-Dimethyl-[1,3]dioxolan-4-yl]-2-methylcyclopentyl}ethanol",C[C@H](O)[C@H]1[C@@](C)([C@H]2OC(C)(C)OC2)CCC1,"1H-NMR (400 MHz, CDCl3) δ ppm: 4.42 (1H, dd, J = 8.5, 6.5 Hz), 4.01 (1H, m), 3.96 (1H, dd, J = 7.8, 6.5 Hz), 3.66 (1H, t, J = 8.2 Hz), 2.07 (1H, s), 1.89 (1H, m), 1.69–1.50 (4H, m), 1.41 (3H, s), 1.35 (3H, s), 1.37–1.33 (2H, m), 1.20 (3H, d, J = 6.2 Hz), 1.07 (3H, s)","13C-NMR (100 MHz, CDCl3) δ ppm: 108.5, 79.9, 69.3, 66.9, 59.1, 45.1, 35.0, 31.2, 27.8, 26.5, 25.3, 24.2, 23.3","400 MHz, CDCl3","4.42 (1H, dd, J = 8.5, 6.5 Hz), 4.01 (1H, m), 3.96 (1H, dd, J = 7.8, 6.5 Hz), 3.66 (1H, t, J = 8.2 Hz), 2.07 (1H, s), 1.89 (1H, m), 1.69–1.50 (4H, m), 1.41 (3H, s), 1.35 (3H, s), 1.37–1.33 (2H, m), 1.20 (3H, d, J = 6.2 Hz), 1.07 (3H, s)","100 MHz, CDCl3","108.5, 79.9, 69.3, 66.9, 59.1, 45.1, 35.0, 31.2, 27.8, 26.5, 25.3, 24.2, 23.3",20098605.0,Mar Drugs. 2009 Nov 24; 7(4):654-671,Mar Drugs,2009.0,CC BY,2021-01-04 17:54:57,no
PMC6225118,"3.2.2. Stepwise Synthesis for (5) 6-(5-(Quinolin-2-yl)-1,2,4-oxadiazol-3-yl)picolinonitrile (15). Quinoline-2-carboxylic acid (0.12 g, 0.68 mmol) and 1,1′-carbonyldiimidazole (CDI, 0.11 g, 0.68 mmol) were dissolved in DMF (10 mL) and stirred at room temperature for 30 min. (Z)-6-cyano-N′-hydroxypicolinimidamide (0.1 g, 0.62 mmol) was added and the reaction mixture was stirred at room temperature overnight. CDI (0.11 g, 0.68 mmol) was further added and the reaction mixture was heated at 150 °C for 6 h. After cooling down, the reaction mixture was poured into water to induce the precipitation of a pale yellow solid, purified by Isolera ONE (CHCl3:MeOH gradient) obtaining a white solid (0.11 g; yield 60%), which was filtered and characterized as pure product. m.p. > 300  °C (dec.); 1H-NMR (300 MHz, [D6]DMSO, 25 °C, TMS): δ = 8.73 (d, 3J(H,H) = 8.5 Hz, 1 H), 8.53 (d, 3J(H,H) = 7.8 Hz, 1 H), 8.43 (d, 3J(H,H) = 7.8 Hz, 1 H), 8.36 (t, 3J(H,H) = 7.8, 1 H), 8.27 (d, 3J(H,H) = 8.4 Hz, 2 H), 8.17 (d, 3J(H,H) = 7.9 Hz, 1 H), 7.96 (t, 3J(H,H) = 7.2, 3J(H,H) = 8.1 Hz, 1 H), 7.82 (t, 3J(H,H) = 7.4, 3J(H,H) = 7.6 Hz, 1 H). 13C-NMR (75 MHz, [D6]DMSO, 25 °C, TMS): δ = 175.2, 167.5, 147.4, 147.0, 142.6, 139.9, 138.4, 133.4, 131.2, 130.9, 129.7, 128.9, 128.2, 127.1, 120.6, 116.8.","6-(5-(Quinolin-2-yl)-1,2,4-oxadiazol-3-yl)picolinonitrile",N#CC1=NC(C2=NOC(C3=NC4=CC=CC=C4C=C3)=N2)=CC=C1,"1H-NMR (300 MHz, [D6]DMSO, 25 °C, TMS): δ = 8.73 (d, 3J(H,H) = 8.5 Hz, 1 H), 8.53 (d, 3J(H,H) = 7.8 Hz, 1 H), 8.43 (d, 3J(H,H) = 7.8 Hz, 1 H), 8.36 (t, 3J(H,H) = 7.8, 1 H), 8.27 (d, 3J(H,H) = 8.4 Hz, 2 H), 8.17 (d, 3J(H,H) = 7.9 Hz, 1 H), 7.96 (t, 3J(H,H) = 7.2, 3J(H,H) = 8.1 Hz, 1 H), 7.82 (t, 3J(H,H) = 7.4, 3J(H,H) = 7.6 Hz, 1 H)","13C-NMR (75 MHz, [D6]DMSO, 25 °C, TMS): δ = 175.2, 167.5, 147.4, 147.0, 142.6, 139.9, 138.4, 133.4, 131.2, 130.9, 129.7, 128.9, 128.2, 127.1, 120.6, 116.8","300 MHz, [D6]DMSO, 25 °C, TMS","8.73 (d, 3J(H,H) = 8.5 Hz, 1 H), 8.53 (d, 3J(H,H) = 7.8 Hz, 1 H), 8.43 (d, 3J(H,H) = 7.8 Hz, 1 H), 8.36 (t, 3J(H,H) = 7.8, 1 H), 8.27 (d, 3J(H,H) = 8.4 Hz, 2 H), 8.17 (d, 3J(H,H) = 7.9 Hz, 1 H), 7.96 (t, 3J(H,H) = 7.2, 3J(H,H) = 8.1 Hz, 1 H), 7.82 (t, 3J(H,H) = 7.4, 3J(H,H) = 7.6 Hz, 1 H)","75 MHz, [D6]DMSO, 25 °C, TMS","175.2, 167.5, 147.4, 147.0, 142.6, 139.9, 138.4, 133.4, 131.2, 130.9, 129.7, 128.9, 128.2, 127.1, 120.6, 116.8",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10004157,"The crude 6-amino-2-(2,3-difluorobenzylmercapto)-pyrido[3,4-d]pyrimidine-4-one 20 (100 mg, 0.312 mmol, 1.00 eq.), BOP (180 mg, 0.406 mmol, 1.30 eq.) and dry DMF (2.0 mL) were combined. DBU (0.07 mL, 0.5 mmol, 1.5 eq.) was added dropwise, and the reaction mixture was stirred for 10 min at room temperature. Next, (R)-alaninol (0.05 mL, 0.6 mmol, 2 eq.) was added dropwise. The reaction mixture was stirred for 23 h at room temperature and for 2 h at 60 °C. After concentrating in vacuo, EtOAc (40 mL) and saturated NH4Cl (10 mL) were added and the mixture was transferred to a separatory funnel. After phase separation, the aqueous phase was extracted with EtOAc (3 × 20 mL). The combined organic phases were washed with saturated NH4Cl (3 × 10 mL), water (2 × 10 mL) and brine (2 × 10 mL), dried over Na2SO4 and coated on Celite. Flash chromatography using 0–10% MeOH/DCM afforded the title compound (62 mg, 0.16 mmol, 53%) as an off-white solid. mp 174–176 °C. 1H NMR (400 MHz, d6-DMSO): δ (ppm) 8.47 (s, 1H), 7.84 (d, J = 7.9 Hz, 1H), 7.46–7.37 (m, 1H), 7.35–7.24 (m, 1H), 7.19–7.08 (m, 1H), 6.94 (s, 1H), 5.98 (s, 2H), 4.76 (t, J = 5.7 Hz, 1H), 4.42 (s, 2H), 4.37–4.27 (m, 1H), 3.56–3.47 (m, 1H), 3.46–3.37 (m, 1H), 1.16 (d, J = 6.7 Hz, 3H); 13C NMR (101 MHz, d6-DMSO): δ (ppm) 160.8, 156.9, 156.4, 149.6 (dd, J = 12.1, 245.7 Hz), 148.4, 148.1 (dd, J = 12.8, 246.5 Hz), 137.2, 128.7 (d, J = 11.1 Hz), 126.3 (t, J = 2.8 Hz), 124.5 (dd, J = 4.6, 6.9 Hz), 120.5, 116.0 (d, J = 16.9 Hz), 94.6, 63.7, 48.3, 27.0, 16.6; HRMS (ESI-Q-TOF): m/z [M+H]+ calcd. for C17H17F2N5O1S1: 378.11945; found: 378.1200.",N/A,N/A,"1H NMR (400 MHz, d6-DMSO): δ (ppm) 8.47 (s, 1H), 7.84 (d, J = 7.9 Hz, 1H), 7.46–7.37 (m, 1H), 7.35–7.24 (m, 1H), 7.19–7.08 (m, 1H), 6.94 (s, 1H), 5.98 (s, 2H), 4.76 (t, J = 5.7 Hz, 1H), 4.42 (s, 2H), 4.37–4.27 (m, 1H), 3.56–3.47 (m, 1H), 3.46–3.37 (m, 1H), 1.16 (d, J = 6.7 Hz, 3H)","13C NMR (101 MHz, d6-DMSO): δ (ppm) 160.8, 156.9, 156.4, 149.6 (dd, J = 12.1, 245.7 Hz), 148.4, 148.1 (dd, J = 12.8, 246.5 Hz), 137.2, 128.7 (d, J = 11.1 Hz), 126.3 (t, J = 2.8 Hz), 124.5 (dd, J = 4.6, 6.9 Hz), 120.5, 116.0 (d, J = 16.9 Hz), 94.6, 63.7, 48.3, 27.0, 16.6","400 MHz, d6-DMSO","8.47 (s, 1H), 7.84 (d, J = 7.9 Hz, 1H), 7.46–7.37 (m, 1H), 7.35–7.24 (m, 1H), 7.19–7.08 (m, 1H), 6.94 (s, 1H), 5.98 (s, 2H), 4.76 (t, J = 5.7 Hz, 1H), 4.42 (s, 2H), 4.37–4.27 (m, 1H), 3.56–3.47 (m, 1H), 3.46–3.37 (m, 1H), 1.16 (d, J = 6.7 Hz, 3H)","101 MHz, d6-DMSO","160.8, 156.9, 156.4, 149.6, 148.4, 148.1, 137.2, 128.7, 126.3, 124.5, 120.5, 116.0, 94.6, 63.7, 48.3, 27.0, 16.6",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC9738591,"N-[1-Adamant-1-yl-3-cyclopropylmethyl-2-oxoimidazolidin-4-ylidene]-4-bromo-1-benzenesulfonamide (12d): the obtained white foam was purified by flash chromatography (eluent PE/acetone 95/5 v/v) and then crystallized from hot hexane. White solid. Yield: 290 mg; 40%. M.p 176.0–176.5 °C (C6H14). 1H-NMR (DMSO-d6) δ: 0.19–0.21 (m, 2H, CH2), 0.36–0.37 (m, 2H, CH2), 0.94–0.96 (m, 1H, CH) (Cp), 1.64 (m, 6H, 3CH2), 2.08 (m, 9H, 3CH2 + 3CH) (Ad), 3.28 (d, J3HH = 7.2 Hz; 2H, CH2), 4.76 (s, CH2), 7.79–7.85 (m, 4H, C6H4); 13C-NMR (DMSO-d6) δ: 3.5, 9.1, 28.9, 35.6, 38.9, 44.1, 47.2, 54.8, 126.4, 128.3, 132.2, 141.0, 152.8, 166.1. MS (ESI−) m/z 504.4/506.3 (M-H)−.",N-[1-Adamant-1-yl-3-cyclopropylmethyl-2-oxoimidazolidin-4-ylidene]-4-bromo-1-benzenesulfonamide,O=S(C1=CC=C(Br)C=C1)(N=C(CN2C34CC5CC(C4)CC(C5)C3)N(CC6CC6)C2=O)=O,"1H-NMR (DMSO-d6) δ: 0.19–0.21 (m, 2H, CH2), 0.36–0.37 (m, 2H, CH2), 0.94–0.96 (m, 1H, CH) (Cp), 1.64 (m, 6H, 3CH2), 2.08 (m, 9H, 3CH2 + 3CH) (Ad), 3.28 (d, J3HH = 7.2 Hz; 2H, CH2), 4.76 (s, CH2), 7.79–7.85 (m, 4H, C6H4)","13C-NMR (DMSO-d6) δ: 3.5, 9.1, 28.9, 35.6, 38.9, 44.1, 47.2, 54.8, 126.4, 128.3, 132.2, 141.0, 152.8, 166.1",DMSO-d6,"0.19–0.21 (m, 2H, CH2), 0.36–0.37 (m, 2H, CH2), 0.94–0.96 (m, 1H, CH) (Cp), 1.64 (m, 6H, 3CH2), 2.08 (m, 9H, 3CH2 + 3CH) (Ad), 3.28 (d, J3HH = 7.2 Hz; 2H, CH2), 4.76 (s, CH2), 7.79–7.85 (m, 4H, C6H4)",DMSO-d6,"3.5, 9.1, 28.9, 35.6, 38.9, 44.1, 47.2, 54.8, 126.4, 128.3, 132.2, 141.0, 152.8, 166.1",36500256.0,Molecules. 2022 Nov 23; 27(23):8152,Molecules,2022.0,CC BY,2022-12-14 23:17:54,no
