PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC10009749,"5-Aminosalicylic acid methyl ester (0.42 g, 2.5 mmol) in DCM (2.5 mL) was added to succinic anhydride (0.23 g, 2.25 mmol) in DCM (2.5 mL). The reaction mixture was irradiated at 100 °C for 10 min and the resulting solid was filtered and recrystallized in MeOH to give the title compound as a pale-brown solid (0.57 g, 2.13 mmol, 94%). 1H NMR (400 MHz, DMSO-d6) δ 12.10 (s, 1H), 10.24 (s, 1H), 9.94 (s, 1H), 8.15 (d, J = 2.7 Hz, 1H), 7.61 (dd, J = 9.0, 2.7 Hz, 1H), 6.93 (d, J = 8.9 Hz, 1H), 3.89 (s, 3H), 2.52–2.48 (m, 4H); 13C NMR (101 MHz, DMSO-d6) δ 173.77, 169.80, 169.06, 155.76, 131.26, 127.10, 119.79, 117.48, 112.31, 52.44, 30.82, 28.78. m/z (ES−): 266.0 (M – H)− (100%). HRMS (ES+) for C12H14NO6 (M + H)+: calcd 268.0816, found 268.0817; purity as measured by 1H and 13C NMR was >99%.",N/A,N/A,"1H NMR (400 MHz, DMSO-d6) δ 12.10 (s, 1H), 10.24 (s, 1H), 9.94 (s, 1H), 8.15 (d, J = 2.7 Hz, 1H), 7.61 (dd, J = 9.0, 2.7 Hz, 1H), 6.93 (d, J = 8.9 Hz, 1H), 3.89 (s, 3H), 2.52–2.48 (m, 4H)","13C NMR (101 MHz, DMSO-d6) δ 173.77, 169.80, 169.06, 155.76, 131.26, 127.10, 119.79, 117.48, 112.31, 52.44, 30.82, 28.78","400 MHz, DMSO-d6","12.10 (s, 1H), 10.24 (s, 1H), 9.94 (s, 1H), 8.15 (d, J = 2.7 Hz, 1H), 7.61 (dd, J = 9.0, 2.7 Hz, 1H), 6.93 (d, J = 8.9 Hz, 1H), 3.89 (s, 3H), 2.52–2.48 (m, 4H)","101 MHz, DMSO-d6","173.77, 169.80, 169.06, 155.76, 131.26, 127.10, 119.79, 117.48, 112.31, 52.44, 30.82, 28.78",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC7594063,"N-(o-Methoxy)phenyl-1-trityl-1H-pyrazol-4-amine (2p): white powder; mp 133–136 °C; 1H-NMR (400 MHz, CDCl3): δ 3.87 (3H, s, -OCH3), 5.70 (1H, br, -NHAr), 6.70–6.76 (1H, m, Ph-H), 6.82–6.84 (2H, m, Ph-H), 7.22–7.25 (8H, m, Ph-H), 7.32–7.68 (9H, m, Ph-H, pyrazole-H), 7.68 (1H, s, pyrazole-H); 13C-NMR (100 MHz, CDCl3): δ 55.4, 78.6, 109.8, 110.9, 117.6, 121.1, 123.3, 126.6, 127.6, 130.1, 135.7, 136.2, 143.1, 146.5; EI-HRMS m/z calcd. for C29H25N3 (M+) 431.1998, found 431.1998.",N-(o-Methoxy)phenyl-1-trityl-1H-pyrazol-4-amine,COC1=CC=CC=C1NC2=CN(C(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)N=C2,"1H-NMR (400 MHz, CDCl3): δ 3.87 (3H, s, -OCH3), 5.70 (1H, br, -NHAr), 6.70–6.76 (1H, m, Ph-H), 6.82–6.84 (2H, m, Ph-H), 7.22–7.25 (8H, m, Ph-H), 7.32–7.68 (9H, m, Ph-H, pyrazole-H), 7.68 (1H, s, pyrazole-H)","13C-NMR (100 MHz, CDCl3): δ 55.4, 78.6, 109.8, 110.9, 117.6, 121.1, 123.3, 126.6, 127.6, 130.1, 135.7, 136.2, 143.1, 146.5","400 MHz, CDCl3","3.87 (3H, s, -OCH3), 5.70 (1H, br, -NHAr), 6.70–6.76 (1H, m, Ph-H), 6.82–6.84 (2H, m, Ph-H), 7.22–7.25 (8H, m, Ph-H), 7.32–7.68 (9H, m, Ph-H, pyrazole-H), 7.68 (1H, s, pyrazole-H)","100 MHz, CDCl3","55.4, 78.6, 109.8, 110.9, 117.6, 121.1, 123.3, 126.6, 127.6, 130.1, 135.7, 136.2, 143.1, 146.5",33053697.0,Molecules. 2020 Oct 12; 25(20):4634,Molecules,2020.0,CC BY,2021-01-06 12:26:54,no
PMC9696334,"2,5-Bis(3-bromopropyl)-1,3,4-oxadiazole (3c) The product was obtained as yellow oil (0.96 g, 44%). 1H-NMR (400 MHz, CDCl3): δ 2.21 (m, 4H), 2.96 (t, J = 8.0 Hz, 4H), 3.63 (t, J = 8.0 Hz, 4H); 13C-NMR (100 MHz, DMSO): δ 28.9, 31.5, 33.5, 165.5. HRMS (ESI): m/z calcd for C8H12N2OBr2 + H+: 312.9374; found 312.9386.","2,5-Bis(3-bromopropyl)-1,3,4-oxadiazole",BrCCCC1=NN=C(CCCBr)O1,"1H-NMR (400 MHz, CDCl3): δ 2.21 (m, 4H), 2.96 (t, J = 8.0 Hz, 4H), 3.63 (t, J = 8.0 Hz, 4H)","13C-NMR (100 MHz, DMSO): δ 28.9, 31.5, 33.5, 165.5","400 MHz, CDCl3","2.21 (m, 4H), 2.96 (t, J = 8.0 Hz, 4H), 3.63 (t, J = 8.0 Hz, 4H)","100 MHz, DMSO","28.9, 31.5, 33.5, 165.5",36431787.0,Molecules. 2022 Nov 9; 27(22):7687,Molecules,2022.0,CC BY,2022-11-28 23:37:46,no
PMC10144115,"Cyclohexylamine-borane (2c): The compound was prepared as described in the bicarbonate-mediated procedure and obtained as a white solid (mass = 2.19 g, 97% yield). 1H NMR (300 MHz, CDCl3) δ 3.64 (s, 2H), 2.68 (dqt, J = 14.1, 7.6, 4.0 Hz, 1H), 2.13 (d, J = 10.4 Hz, 2H), 1.80–1.70 (m, 2H), 1.67–1.56 (m, 1H), 1.37–1.07 (m, 5H). 13C NMR (75 MHz, CDCl3) δ 57.0, 32.3, 25.3, 24.5. 11B NMR (96 MHz, CDCl3) δ −0.71–−41.09 (m). Compound characterization is in agreement with previous reports for this compound [21].",Cyclohexylamine-borane,NC1CCCCC1.B,"1H NMR (300 MHz, CDCl3) δ 3.64 (s, 2H), 2.68 (dqt, J = 14.1, 7.6, 4.0 Hz, 1H), 2.13 (d, J = 10.4 Hz, 2H), 1.80–1.70 (m, 2H), 1.67–1.56 (m, 1H), 1.37–1.07 (m, 5H)","13C NMR (75 MHz, CDCl3) δ 57.0, 32.3, 25.3, 24.5","300 MHz, CDCl3","3.64 (s, 2H), 2.68 (dqt, J = 14.1, 7.6, 4.0 Hz, 1H), 2.13 (d, J = 10.4 Hz, 2H), 1.80–1.70 (m, 2H), 1.67–1.56 (m, 1H), 1.37–1.07 (m, 5H)","75 MHz, CDCl3","57.0, 32.3, 25.3, 24.5",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC7355818,"tert-Butyl (R)-2-(4-(2,2,2-trifluoro-1-(hydroxyimino)ethyl)phenoxy)propanoate ((R)-46). The similar treatment of tert-butyl (R)-2-(4-(2,2,2-trifluoroacetyl)phenoxy)propanoate (R)-37 (459 mg, 1.44 mmol) as that just described gave (R)-46 (490 mg, quant). [α]D +38 (c 1, CHCl3). 1H-NMR (270 MHz, CDCl3): δ = 8.36 and 8.19 (s, 1H), 7.50 and 7.42 (d × 2, J = 7.8 Hz, 2H), 6.93 and 6.88 (d × 2, J = 8.9 Hz, 2H), 4.67 and 4.66 (q × 2, J = 6.8 Hz, 1H), 1.60 (d, J = 6.8 Hz, 3H), 1.44 (s, 9H). 13C-NMR (67.5 MHz, CDCl3): δ = 171.0, 159.3, 146.9 (q, 2JCF = 32.4 Hz), 130.5, 120.8 (q, 1JCF = 274.9 Hz), 118.6, 114.9, 82.4, 72.9, 27.9, 18.3. HRMS (ESI): m/z calculated for C15H18F3NO4 + H+ [M + H+]: 334.1266. Found: 334.1236.","tert-Butyl (R)-2-(4-(2,2,2-trifluoro-1-(hydroxyimino)ethyl)phenoxy)propanoate",C[C@@H](OC1=CC=C(C(C(F)(F)F)=NO)C=C1)C(OC(C)(C)C)=O,"1H-NMR (270 MHz, CDCl3): δ = 8.36 and 8.19 (s, 1H), 7.50 and 7.42 (d × 2, J = 7.8 Hz, 2H), 6.93 and 6.88 (d × 2, J = 8.9 Hz, 2H), 4.67 and 4.66 (q × 2, J = 6.8 Hz, 1H), 1.60 (d, J = 6.8 Hz, 3H), 1.44 (s, 9H)","13C-NMR (67.5 MHz, CDCl3): δ = 171.0, 159.3, 146.9 (q, 2JCF = 32.4 Hz), 130.5, 120.8 (q, 1JCF = 274.9 Hz), 118.6, 114.9, 82.4, 72.9, 27.9, 18.3","270 MHz, CDCl3","8.36, 8.19 (s, 1H), 7.50, 7.42 (d × 2, J = 7.8 Hz, 2H), 6.93, 6.88 (d × 2, J = 8.9 Hz, 2H), 4.67, 4.66 (q × 2, J = 6.8 Hz, 1H), 1.60 (d, J = 6.8 Hz, 3H), 1.44 (s, 9H)","67.5 MHz, CDCl3","171.0, 159.3, 146.9, 130.5, 120.8, 118.6, 114.9, 82.4, 72.9, 27.9, 18.3",32560345.0,Molecules. 2020 Jun 17; 25(12):2790,Molecules,2020.0,CC BY,2021-01-06 09:58:05,no
PMC7730743,"Ethyl (2′,3′,4′,6′-tetra-O-acetyl-α-d-mannopyranosyl)-(1→6)-2,3,4-tri-O-acetyl-1-thio-α-d-mannopyranoside (13) was hydrolyzed to the corresponding ethyl (2′,3′,4′,6′-tetra-O-acetyl-α-d-mannopyranosyl)-(1→6)-3,4-di-O-acetyl-1-thio-α-d-mannopyranoside (13a) following the general procedure for enzymatic hydrolysis: substrate (28 mg, 10 mM) was solubilized in 4.39 mL of phosphate buffer 50 mM pH 4.8 and 30% v/v of acetonitrile. The reaction was started through addition of AXE-GLX-AG (160 UI). The reaction mixture was monitored by TLC (dichloromethane/acetone 8:2, Rf = 0.62). Column chromatography (SiO2, dichloromethane/acetone 9:1) gave the desired product as a white solid (10 mg, 38%).  1H-NMR (400 MHz, CDCl3): δ 5.35 (m, 1H, H-1) 5.33-5.22 (m, 5H, H-4, H-4′, H-3′, H-2′,H-3,), 4.90 (d, 1H, J = 1.8 Hz, H-1′), 4.40 (ddd, 1H, J = 9.3, 6.5, 2.2 Hz, H-5), 4.26-4.14 (m, 3H, H-6′a, H-6′b, H-2) 4.11 (ddd, 1H, J = 9.7, 5.4, 2.4 Hz, 1H, H-5′), 3.83 (dd, 1H, J = 10.9, 6.6 Hz, H-6a), 3.57 (dd, 1H, J = 10.9, 2.2 Hz, H-6b), 2.75-2.59 (m, 2H, SCH2CH3), 2.17, 2.13, 2.10, 2.07, 2.06, 2.01 (6s, 18H, COCH3), 1.35 (t, 3H, J = 7.4, SCH2CH3). 13C-NMR (400 MHz, CDCl3): δ 170.82, 170.17, 169.94, 169.81, 169.81, 169.81 (6C, CH3COO), 97.39 (C-1′), 83.21 (C-1), 72.03, 70.64 (C-2), 69.61, 69.43 (C-5), 68.84, 68.53 (C-5′), 66.96, 66.47 (C-6), 66.15, 62.47 (C-6′), 24.79 (SCH2CH3), 20.90, 20.87, 20.78, 20.74, 20.70, 20.67 (6C, CH3COO), 14.56 (SCH2CH3).  MS: m/z = 661.22 [M + Na+] (calculated 661.18).",N/A,N/A,"1H-NMR (400 MHz, CDCl3): δ 5.35 (m, 1H, H-1) 5.33-5.22 (m, 5H, H-4, H-4′, H-3′, H-2′,H-3,), 4.90 (d, 1H, J = 1.8 Hz, H-1′), 4.40 (ddd, 1H, J = 9.3, 6.5, 2.2 Hz, H-5), 4.26-4.14 (m, 3H, H-6′a, H-6′b, H-2) 4.11 (ddd, 1H, J = 9.7, 5.4, 2.4 Hz, 1H, H-5′), 3.83 (dd, 1H, J = 10.9, 6.6 Hz, H-6a), 3.57 (dd, 1H, J = 10.9, 2.2 Hz, H-6b), 2.75-2.59 (m, 2H, SCH2CH3), 2.17, 2.13, 2.10, 2.07, 2.06, 2.01 (6s, 18H, COCH3), 1.35 (t, 3H, J = 7.4, SCH2CH3)","13C-NMR (400 MHz, CDCl3): δ 170.82, 170.17, 169.94, 169.81, 169.81, 169.81 (6C, CH3COO), 97.39 (C-1′), 83.21 (C-1), 72.03, 70.64 (C-2), 69.61, 69.43 (C-5), 68.84, 68.53 (C-5′), 66.96, 66.47 (C-6), 66.15, 62.47 (C-6′), 24.79 (SCH2CH3), 20.90, 20.87, 20.78, 20.74, 20.70, 20.67 (6C, CH3COO), 14.56 (SCH2CH3)","400 MHz, CDCl3","5.35 (m, 1H, H-1) 5.33-5.22 (m, 5H, H-4, H-4′, H-3′, H-2′,H-3,), 4.90 (d, 1H, J = 1.8 Hz, H-1′), 4.40 (ddd, 1H, J = 9.3, 6.5, 2.2 Hz, H-5), 4.26-4.14 (m, 3H, H-6′a, H-6′b, H-2) 4.11 (ddd, 1H, J = 9.7, 5.4, 2.4 Hz, 1H, H-5′), 3.83 (dd, 1H, J = 10.9, 6.6 Hz, H-6a), 3.57 (dd, 1H, J = 10.9, 2.2 Hz, H-6b), 2.75-2.59 (m, 2H, SCH2CH3), 2.17, 2.13, 2.10, 2.07, 2.06, 2.01 (6s, 18H, COCH3), 1.35 (t, 3H, J = 7.4, SCH2CH3)","400 MHz, CDCl3","170.82, 170.17, 169.94, 169.81, 169.81, 169.81, 97.39, 83.21, 72.03, 70.64, 69.61, 69.43, 68.84, 68.53, 66.96, 66.47, 66.15, 62.47, 24.79, 20.90, 20.87, 20.78, 20.74, 20.70, 20.67, 14.56",33297422.0,Molecules. 2020 Dec 7; 25(23):5764,Molecules,2020.0,CC BY,2021-01-30 02:44:31,no
PMC6272141,"3.3. Synthesis of 1-(1,7-Dicarba-closo-dodecaboran-1-yl)-benzothiazole (4) To a solution of 1,7-dicarba-closo-dodecarborane-1-carboxylic acid chloride (0.55 g, 2.67 mmol) in dry toluene (15 mL), 2-aminothiophenol (860 μL, 8.02 mmol) and Lawesson’s reagent (378 mg, 0.96 mmol) were added and the resulting mixture was refluxed for 14 h. The mixture was concentrated, water (100 mL) was added and the mixture was extracted with dichloromethane (3 × 50 mL). The combined organic layers were dried over Na2SO4, concentrated and purified using silica gel column chromatography (starting mobile phase: hexane; final mobile phase: 3% ethyl acetate) to afford 1-(1,7-dicarba-closo-dodecaboran-1-yl)-benzothiazole (4, 610 mg, 83% yield) as a yellow solid. 1H-NMR (500 MHz, CDCl3): 8.05 (1 H, dt, CH, phenyl), 7.83 (1 H, dt, CH, phenyl), 7.52 (1 H, ddd, CH, phenyl), 7.44 (1 H, ddd, CH, phenyl), 3.17 (1 H, d, cage C-H), 3.70–1.70 (10H, m, B10H10); 13C-NMR (126 MHz, CDCl3): 162.39, 152.57, 135.86, 126.73, 126.17, 123.83, 121.32, 73.37, 55.34; 11B-NMR (160 MHz, CDCl3): −3.82 (d, 1B), −7.51 (d, 1B), −10.26 (dd, 4B), −13.09 (d, 2B), −14.72 (d, 2B).","1-(1,7-Dicarba-closo-dodecaboran-1-yl)-benzothiazole",N/A,"1H-NMR (500 MHz, CDCl3): 8.05 (1 H, dt, CH, phenyl), 7.83 (1 H, dt, CH, phenyl), 7.52 (1 H, ddd, CH, phenyl), 7.44 (1 H, ddd, CH, phenyl), 3.17 (1 H, d, cage C-H), 3.70–1.70 (10H, m, B10H10)","13C-NMR (126 MHz, CDCl3): 162.39, 152.57, 135.86, 126.73, 126.17, 123.83, 121.32, 73.37, 55.34","500 MHz, CDCl3","8.05 (1 H, dt, CH, phenyl), 7.83 (1 H, dt, CH, phenyl), 7.52 (1 H, ddd, CH, phenyl), 7.44 (1 H, ddd, CH, phenyl), 3.17 (1 H, d, cage C-H), 3.70–1.70 (10H, m, B10H10)","126 MHz, CDCl3","162.39, 152.57, 135.86, 126.73, 126.17, 123.83, 121.32, 73.37, 55.34",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC5709256,"Synthesis of 1-((4-chlorophenyl)carbamothioyl)-N-(4-methyl-3-((4-(pyridin-3-yl)pyrimidin-2-yl)amino)phenyl)piperidine-4-carboxamide (14a) The product obtained was dark brown color from N-(4-methyl-3-((4-(pyridin-3-yl)pyrimidin-2-yl)amino)phenyl)piperidine-4-carboxamide (8) (0.1 g, 0.257 mmol) and 4-chlorophenyl isothiocyanate (13a) (0.043 g, 0.257 mmol) and triethylamine(0.078 g, 0.772 mmol). 1H-NMR δ: 9.22 (s, 1H, –CO–NH), 9.16 (s, 1H, –CS–NH), 8.93 (d, 1H, Py-H), 8.74 (dd, 1H, Py-H), 8.59 (s, 1H, –NH), 8.42 (d, 1H, pyrimidyl-H), 8.30 (d, 1H, Py-H), 7.46 (dd, 1H, Py-H), 7.35 (d, 1H, pyrimidyl-H), 7.29 (dd, 2H, Ar–H), 6.60 (dd, 2H, Ar–H), 6.71 (d, 1H, Ar–H), 6.62 (d, 1H, Ar–H), 6.35 (dd, 1H, Ar–H), 3.50 (t, 2H, –CH2), 3.23 (t, 2H, –CH2), 2.79–2.89 (bs, 1H, –CH), 2.33 (t, 2H, –CH2), 2.11 (t, 2H, –CH2), 2.03 (s, 3H, –CH3). 13C NMR (100.6 MHz, DMSO-d 6) δ: 17.6, 29.7, 38.3, 51.0, 103.5, 108.1, 111.5, 123.8, 124.7, 128.7, 129.6, 131.7, 133.0, 133.7, 134.1, 136.3, 142.2, 147.7, 148.0, 154.5, 161.1, 168.5, 172.9, 186.7. MS (ESI) m/z: 557.17 (100.0%), Anal. calcd. for C29H28ClN7OS (in %): C-62.41, H-5.06, N-17.57. Found: C-62.37, H-5.01, N-17.53.",1-((4-chlorophenyl)carbamothioyl)-N-(4-methyl-3-((4-(pyridin-3-yl)pyrimidin-2-yl)amino)phenyl)piperidine-4-carboxamide,O=C(C1CCN(C(NC2=CC=C(Cl)C=C2)=S)CC1)NC3=CC=C(C)C(NC4=NC=CC(C5=CC=CN=C5)=N4)=C3,"1H-NMR δ: 9.22 (s, 1H, –CO–NH), 9.16 (s, 1H, –CS–NH), 8.93 (d, 1H, Py-H), 8.74 (dd, 1H, Py-H), 8.59 (s, 1H, –NH), 8.42 (d, 1H, pyrimidyl-H), 8.30 (d, 1H, Py-H), 7.46 (dd, 1H, Py-H), 7.35 (d, 1H, pyrimidyl-H), 7.29 (dd, 2H, Ar–H), 6.60 (dd, 2H, Ar–H), 6.71 (d, 1H, Ar–H), 6.62 (d, 1H, Ar–H), 6.35 (dd, 1H, Ar–H), 3.50 (t, 2H, –CH2), 3.23 (t, 2H, –CH2), 2.79–2.89 (bs, 1H, –CH), 2.33 (t, 2H, –CH2), 2.11 (t, 2H, –CH2), 2.03 (s, 3H, –CH3)","13C NMR (100.6 MHz, DMSO-d 6) δ: 17.6, 29.7, 38.3, 51.0, 103.5, 108.1, 111.5, 123.8, 124.7, 128.7, 129.6, 131.7, 133.0, 133.7, 134.1, 136.3, 142.2, 147.7, 148.0, 154.5, 161.1, 168.5, 172.9, 186.7",N/A,"9.22 (s, 1H, –CO–NH), 9.16 (s, 1H, –CS–NH), 8.93 (d, 1H, Py-H), 8.74 (dd, 1H, Py-H), 8.59 (s, 1H, –NH), 8.42 (d, 1H, pyrimidyl-H), 8.30 (d, 1H, Py-H), 7.46 (dd, 1H, Py-H), 7.35 (d, 1H, pyrimidyl-H), 7.29 (dd, 2H, Ar–H), 6.60 (dd, 2H, Ar–H), 6.71 (d, 1H, Ar–H), 6.62 (d, 1H, Ar–H), 6.35 (dd, 1H, Ar–H), 3.50 (t, 2H, –CH2), 3.23 (t, 2H, –CH2), 2.79–2.89 (bs, 1H, –CH), 2.33 (t, 2H, –CH2), 2.11 (t, 2H, –CH2), 2.03 (s, 3H, –CH3)","100.6 MHz, DMSO-d 6","17.6, 29.7, 38.3, 51.0, 103.5, 108.1, 111.5, 123.8, 124.7, 128.7, 129.6, 131.7, 133.0, 133.7, 134.1, 136.3, 142.2, 147.7, 148.0, 154.5, 161.1, 168.5, 172.9, 186.7",29189954.0,Chem Cent J. 2017 Nov 30; 11:122,Chem Cent J,2017.0,CC BY,2021-01-05 14:15:12,no
PMC6273193,"4-(4-Methoxyphenyl)-3-methyl-1-phenyl-6,7,8,9-tetrahydro-10H-cyclohepta[g]pyrazolo[3,4-b][1,8]naphthyridin-5-amine (3i). Yellow solid, yield 55%, mp 125–126. FTIR (KBr) ν(cm−1): 3489 (NH2), 3038 (=C-H), 1618, 1525 (C=N and C=C). 1H-NMR (400 MHz, DMSO-d6): 1.48–1.53 (m, 2H), 1.68–1.75 (m, 2H), 1.77–1.85 (m, 5H), 2.66–2.72 (m, 2H), 3.13–3.20 (m, 2H), 3.89 (s, 3H), 7.30 (d, 2H, J = 8.6 Hz), 7.46 (t, 1H, J = 7.4 Hz), 7.54–7.62 (m, 4H), 8.25 (d, 2H, J = 8.1 Hz). Not observed (brs, 2H, NH2). 13C-NMR (100 MHz DMSO-d6) δ: 14.4 (CH3), 24.4 (CH2), 25.5 (CH2), 26.1 (CH2), 31.1 (CH2), 33.6 (CH2), 52.0 (CH3), 105.1 (C), 114.4 (C), 115.5 (CH), 117.9 (C), 120.8 (CH), 125.4 (C), 126.6 (CH), 129.6 (CH), 130.0 (CH), 138.5 (C), 145.8 (C), 147.5 (C), 147.6 (C), 149.5 (C), 152.9 (C), 157.4 (C), 161.0 (C). m/z: 449 (M+,1), 434 (3), 236 (10). Anal. Calcd for C28H27N5O: C, 74.81; H, 6.05; N, 15.58; found: C, 74.84; H, 6.01; N, 15.62.  3.3. Antifungal Activity 3.3.1. Microorganisms and Media","4-(4-Methoxyphenyl)-3-methyl-1-phenyl-6,7,8,9-tetrahydro-10H-cyclohepta[g]pyrazolo[3,4-b][1,8]naphthyridin-5-amine",NC1=C2C(C3=CC=C(OC)C=C3)=C4C(N(C5=CC=CC=C5)N=C4C)=NC2=NC6=C1CCCCC6,"1H-NMR (400 MHz, DMSO-d6): 1.48–1.53 (m, 2H), 1.68–1.75 (m, 2H), 1.77–1.85 (m, 5H), 2.66–2.72 (m, 2H), 3.13–3.20 (m, 2H), 3.89 (s, 3H), 7.30 (d, 2H, J = 8.6 Hz), 7.46 (t, 1H, J = 7.4 Hz), 7.54–7.62 (m, 4H), 8.25 (d, 2H, J = 8.1 Hz)","13C-NMR (100 MHz DMSO-d6) δ: 14.4 (CH3), 24.4 (CH2), 25.5 (CH2), 26.1 (CH2), 31.1 (CH2), 33.6 (CH2), 52.0 (CH3), 105.1 (C), 114.4 (C), 115.5 (CH), 117.9 (C), 120.8 (CH), 125.4 (C), 126.6 (CH), 129.6 (CH), 130.0 (CH), 138.5 (C), 145.8 (C), 147.5 (C), 147.6 (C), 149.5 (C), 152.9 (C), 157.4 (C), 161.0 (C)","400 MHz, DMSO-d6","1.48–1.53 (m, 2H), 1.68–1.75 (m, 2H), 1.77–1.85 (m, 5H), 2.66–2.72 (m, 2H), 3.13–3.20 (m, 2H), 3.89 (s, 3H), 7.30 (d, 2H, J = 8.6 Hz), 7.46 (t, 1H, J = 7.4 Hz), 7.54–7.62 (m, 4H), 8.25 (d, 2H, J = 8.1 Hz)",100 MHz DMSO-d6,"14.4, 24.4, 25.5, 26.1, 31.1, 33.6, 52.0, 105.1, 114.4, 115.5, 117.9, 120.8, 125.4, 126.6, 129.6, 130.0, 138.5, 145.8, 147.5, 147.6, 149.5, 152.9, 157.4, 161.0",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6264494,"N-2-(Triphenylsilyl)ethoxycarbonyl-L-prolyl-L-leucine tert-butyl ester (34). Pure N-Tpseoc-L-prolyl-L-leucine tert-butyl ester 34 was obtained by chromatography with the eluent mixture n-hexane/ethyl acetate 7:3 as a colorless gum. RF: 0.47 (n-hexane/EA 3:2). [α]D20 = −50.8° (c = 1.0, CHCl3). FT-ICR-MS: m/z [M+Na]+ calcd for C36H46N2O5SiNa: 637.3069, found: 637.3067. 1H-NMR from the mixture of isomers (400 MHz, CDCl3): δ 7.59-7.51 (m, 6H, aryl-Si), 7.45-7.32 (m, 9H, aryl-Si), 7.05/6.39 (s, broad, 1H, CONH), 4.50/4.43 (s, broad, 1H, α-CH), 4.40-4.25/4.13-4.03 (m, 3H, SiCH2CH2O/α-CH), 3.50 (s, broad, 1H, δ-CH), 3.25/3.09 (s, broad, 1H, δ-CH), 2.36-1.74 (m, 6H, SiCH2/β-CH2), 1.70-1.32 (m, 12H, γ-CH2/t-Bu), 0.90 (d, broad, 6H, J = 6.2 Hz, δ-CH3). 13C-NMR from the mixture of isomers (100.6 MHz, CDCl3): δ 171.8, 171.4, 156.3/155.5, 135.6, 134.1, 129.1, 128.1, 81.7 (t-Bu), 63.4 (SiCH2CH2O), 60.7 (α-CH-Pro), 51.7/51.1 (α-CH-Leu), 47.3/ 46.7(β-CH2-Pro), 41.7 (β-CH2-Leu), 30.9, 28.2, 28.0 (t-Bu), 25.0, 24.6, 23.7, 22.9, 22.2, 14.9.",N-2-(Triphenylsilyl)ethoxycarbonyl-L-prolyl-L-leucine tert-butyl ester,CC(C)C[C@@H](C(OC(C)(C)C)=O)NC([C@H]1N(C(OCC[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)=O)CCC1)=O,"1H-NMR from the mixture of isomers (400 MHz, CDCl3): δ 7.59-7.51 (m, 6H, aryl-Si), 7.45-7.32 (m, 9H, aryl-Si), 7.05/6.39 (s, broad, 1H, CONH), 4.50/4.43 (s, broad, 1H, α-CH), 4.40-4.25/4.13-4.03 (m, 3H, SiCH2CH2O/α-CH), 3.50 (s, broad, 1H, δ-CH), 3.25/3.09 (s, broad, 1H, δ-CH), 2.36-1.74 (m, 6H, SiCH2/β-CH2), 1.70-1.32 (m, 12H, γ-CH2/t-Bu), 0.90 (d, broad, 6H, J = 6.2 Hz, δ-CH3)","13C-NMR from the mixture of isomers (100.6 MHz, CDCl3): δ 171.8, 171.4, 156.3/155.5, 135.6, 134.1, 129.1, 128.1, 81.7 (t-Bu), 63.4 (SiCH2CH2O), 60.7 (α-CH-Pro), 51.7/51.1 (α-CH-Leu), 47.3/ 46.7(β-CH2-Pro), 41.7 (β-CH2-Leu), 30.9, 28.2, 28.0 (t-Bu), 25.0, 24.6, 23.7, 22.9, 22.2, 14.9","400 MHz, CDCl3","7.59-7.51 (m, 6H, aryl-Si), 7.45-7.32 (m, 9H, aryl-Si), 7.05/6.39 (s, broad, 1H, CONH), 4.50/4.43 (s, broad, 1H, α-CH), 4.40-4.25/4.13-4.03 (m, 3H, SiCH2CH2O/α-CH), 3.50 (s, broad, 1H, δ-CH), 3.25/3.09 (s, broad, 1H, δ-CH), 2.36-1.74 (m, 6H, SiCH2/β-CH2), 1.70-1.32 (m, 12H, γ-CH2/t-Bu), 0.90 (d, broad, 6H, J = 6.2 Hz, δ-CH3)","100.6 MHz, CDCl3","171.8, 171.4, 156.3/155.5, 135.6, 134.1, 129.1, 128.1, 81.7, 63.4, 60.7, 51.7/51.1, 47.3/46.7, 41.7, 30.9, 28.2, 28.0, 25.0, 24.6, 23.7, 22.9, 22.2, 14.9",21654577.0,Molecules. 2011 Jun 7; 16(6):4695-4718,Molecules,2011.0,CC BY,2021-01-05 21:57:02,no
